"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","11"
"TEM27C02","Secondhand Private Cars","202405","2024 May","24","Wexford","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","-","All fuel types","Number","139"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","1","Petrol","Number","68"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","2","Diesel","Number","29"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","4","Petrol and electric hybrid","Number","17"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","6","Electric","Number","7"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","18"
"TEM27C02","Secondhand Private Cars","202405","2024 May","25","Wicklow","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","-","All fuel types","Number","149"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","1","Petrol","Number","70"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","2","Diesel","Number","35"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","4","Petrol and electric hybrid","Number","29"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","6","Electric","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","9"
"TEM27C02","Secondhand Private Cars","202405","2024 May","30","Limerick","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","-","All fuel types","Number","111"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","1","Petrol","Number","54"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","2","Diesel","Number","37"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","3","Other fuel types","Number","1"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","4","Petrol and electric hybrid","Number","6"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","11"
"TEM27C02","Secondhand Private Cars","202405","2024 May","31","Waterford","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","-","All fuel types","Number","145"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","1","Petrol","Number","56"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","2","Diesel","Number","59"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","4","Petrol and electric hybrid","Number","13"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","6","Electric","Number","4"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C02","Secondhand Private Cars","202405","2024 May","32","Tipperary","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","-","All fuel types","Number","407"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","1","Petrol","Number","182"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","2","Diesel","Number","117"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","4","Petrol and electric hybrid","Number","38"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","6","Electric","Number","8"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","62"
"TEM27C02","Secondhand Private Cars","202405","2024 May","33","Cork","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","-","All fuel types","Number","2082"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","1","Petrol","Number","1110"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","2","Diesel","Number","203"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","4","Petrol and electric hybrid","Number","363"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","6","Electric","Number","72"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","334"
"TEM27C02","Secondhand Private Cars","202405","2024 May","34","Dublin","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","-","All fuel types","Number","5228"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","1","Petrol","Number","2375"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","2","Diesel","Number","1406"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","3","Other fuel types","Number","1"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","4","Petrol and electric hybrid","Number","666"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","6","Electric","Number","134"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","643"
"TEM27C02","Secondhand Private Cars","202406","2024 June","-","All licensing authorities","9","Diesel and electric hybrid","Number","3"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","-","All fuel types","Number","36"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","1","Petrol","Number","13"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","2","Diesel","Number","16"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","4","Petrol and electric hybrid","Number","3"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C02","Secondhand Private Cars","202406","2024 June","01","Carlow","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","-","All fuel types","Number","96"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","1","Petrol","Number","31"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","2","Diesel","Number","51"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","4","Petrol and electric hybrid","Number","7"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C02","Secondhand Private Cars","202406","2024 June","02","Cavan","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","-","All fuel types","Number","128"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","1","Petrol","Number","50"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","2","Diesel","Number","60"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","4","Petrol and electric hybrid","Number","7"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","6","Electric","Number","1"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C02","Secondhand Private Cars","202406","2024 June","03","Clare","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","-","All fuel types","Number","252"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","1","Petrol","Number","59"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","2","Diesel","Number","157"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","4","Petrol and electric hybrid","Number","20"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","6","Electric","Number","2"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","14"
"TEM27C02","Secondhand Private Cars","202406","2024 June","04","Donegal","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","-","All fuel types","Number","317"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","1","Petrol","Number","116"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","2","Diesel","Number","104"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","4","Petrol and electric hybrid","Number","45"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","6","Electric","Number","7"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","45"
"TEM27C02","Secondhand Private Cars","202406","2024 June","05","Galway","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","-","All fuel types","Number","87"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","1","Petrol","Number","48"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","2","Diesel","Number","21"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","4","Petrol and electric hybrid","Number","8"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C02","Secondhand Private Cars","202406","2024 June","06","Kerry","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","-","All fuel types","Number","271"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","1","Petrol","Number","127"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","2","Diesel","Number","63"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","4","Petrol and electric hybrid","Number","29"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","6","Electric","Number","15"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","37"
"TEM27C02","Secondhand Private Cars","202406","2024 June","07","Kildare","9","Diesel and electric hybrid","Number","0"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","-","All fuel types","Number","61"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","1","Petrol","Number","31"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","2","Diesel","Number","22"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","4","Petrol and electric hybrid","Number","5"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","6","Electric","Number","0"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C02","Secondhand Private Cars","202406","2024 June","08","Kilkenny","9","Diesel and electric hybrid","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","-","All fuel types","Number","71"
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","1","Petrol","Number","30"
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","2","Diesel","Number","25"
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","3","Other fuel types","Number",""
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","4","Petrol and electric hybrid","Number","9"
"TEM27C02","Secondhand Private Cars","202406","2024 June","09","Laois","6","Electric","Number","1"
